chromosome,position_hg38
chr7,98314500
chr7,98737500
chr7,98787500
chr7,99691500
chr7,100600500
chr7,100864500
chr7,101066500
chr7,101294500
chr7,101590500
chr7,101801500
chr7,102135500
chr7,102382500
chr7,102500500
chr7,102553500
chr7,102575500
chr7,102611500
chr7,103044500
chr7,103426500
chr7,103884500
chr7,104984500
chr7,105509500
chr7,105748500
chr7,106680500
chr7,107550500
chr7,107597500
chr7,108207500
chr7,108453500
chr7,108891500
chr7,109077500
chr7,109507500
chr7,109907500
chr7,110378500
chr7,110515500
chr7,110638500
chr7,111632500
chr7,111659500
chr7,111716500
chr7,112275500
chr7,113489500
chr7,113618500
chr7,113692500
chr7,113714500
chr7,113952500
chr7,114781500
chr7,115642500
chr7,115880500
chr7,117133500
chr7,117264500
chr7,118239500
chr7,118512500
chr7,118546500
chr7,118973500
chr7,119341500
chr7,119539500
chr7,119785500
chr7,120098500
chr7,120630500
chr7,121654500
chr7,122247500
chr7,122504500
chr7,123299500
chr7,123366500
chr7,124371500
chr7,124383500
chr7,124639500
chr7,125086500
chr7,125736500
chr7,125833500
chr7,126372500
chr7,126663500
chr7,126841500
chr7,127218500
chr7,127344500
chr7,127718500
chr7,127734500
chr7,128008500
chr7,128283500
chr7,128847500
chr7,128957500
chr7,129409500
chr7,130010500
chr7,130201500
chr7,130454500
chr7,130777500
chr7,130789500
chr7,131041500
chr7,131187500
chr7,131200500
chr7,131497500
chr7,131503500
chr7,131871500
chr7,132073500
chr7,132671500
chr7,132921500
chr7,133100500
chr7,133697500
chr7,133981500
chr7,134707500
chr7,134729500
chr7,137152500
chr7,137351500
chr7,137836500
chr7,137881500
chr7,138254500
chr7,138929500
chr7,138932500
chr7,139051500
chr7,139663500
chr7,139881500
chr7,140407500
chr7,140532500
chr7,141255500
chr7,141948500
chr7,142148500
chr7,142286500
chr7,142506500
chr7,143386500
chr7,143387500
chr7,143420500
chr7,143811500
chr7,144302500
chr7,145804500
chr7,146133500
chr7,146358500
chr7,146493500
chr7,146624500
chr7,146877500
chr7,147017500
chr7,147783500
chr7,147943500
chr7,148319500
chr7,148590500
chr7,148634500
chr7,148841500
chr7,149230500
chr7,149484500
chr7,149676500
chr7,149797500
chr7,150453500
chr7,150598500
chr7,151021500
chr7,151083500
chr7,151098500
chr7,151260500
chr7,151336500
chr7,151793500
chr7,153021500
chr7,153024500
chr7,153544500
chr7,154001500
chr7,155210500
chr7,155349500
chr7,155468500
chr7,155651500
chr7,155906500
chr7,156301500
chr7,157719500
chr7,157854500
chr7,158071500
chr7,158234500
chr7,158402500
chr8,386500
chr8,699500
chr8,938500
chr8,1905500
chr8,2129500
chr8,2577500
chr8,2591500
chr8,4903500
chr8,5143500
chr8,5275500
chr8,5315500
chr8,5610500
chr8,5800500
chr8,6521500
chr8,6942500
chr8,7447500
chr8,8289500
chr8,8315500
chr8,8805500
chr8,9128500
chr8,9428500
chr8,9808500
chr8,10592500
chr8,10746500
chr8,10748500
chr8,11043500
chr8,11102500
chr8,12401500
chr8,12605500
chr8,13021500
chr8,13112500
chr8,13285500
chr8,13691500
chr8,13836500
chr8,13985500
chr8,14416500
chr8,14643500
chr8,14679500
chr8,14812500
chr8,15025500
chr8,15029500
chr8,15416500
chr8,16155500
chr8,16192500
chr8,16315500
chr8,17003500
chr8,17715500
chr8,17921500
chr8,18103500
chr8,18244500
chr8,18417500
chr8,18486500
chr8,20451500
chr8,21989500
chr8,22553500
chr8,22952500
chr8,23025500
chr8,23331500
chr8,24440500
chr8,24565500
chr8,24627500
chr8,25725500
chr8,26041500
chr8,26135500
chr8,26166500
chr8,26209500
chr8,26242500
chr8,26281500
chr8,26295500
chr8,26789500
chr8,27000500
chr8,27047500
chr8,27258500
chr8,27401500
chr8,27749500
chr8,27943500
chr8,28227500
chr8,28787500
chr8,28925500
chr8,29854500
chr8,30139500
chr8,30311500
chr8,30546500
chr8,30684500
chr8,32024500
chr8,32109500
chr8,32181500
chr8,32969500
chr8,33909500
chr8,34111500
chr8,34218500
chr8,34362500
chr8,34577500
chr8,35140500
chr8,35385500
chr8,35767500
chr8,35804500
chr8,35884500
chr8,36774500
chr8,37613500
chr8,37688500
chr8,37919500
chr8,38380500
chr8,39858500
chr8,40544500
chr8,40830500
chr8,41003500
chr8,41393500
chr8,41725500
chr8,42709500
chr8,43197500
chr8,43843500
chr8,44356500
chr8,44491500
chr8,44514500
chr8,45964500
chr8,46207500
chr8,46588500
chr8,46665500
chr8,46922500
chr8,47110500
chr8,47221500
chr8,47904500
chr8,47910500
chr8,48543500
chr8,48748500
chr8,48866500
chr8,49517500
chr8,49534500
chr8,49888500
chr8,50250500
chr8,50569500
chr8,50800500
chr8,50957500
chr8,51215500
chr8,52115500
chr8,52274500
chr8,52427500
chr8,52744500
chr8,52973500
chr8,53223500
chr8,53303500
chr8,53330500
chr8,54239500
chr8,54364500
chr8,54841500
chr8,55306500
chr8,55433500
chr8,55782500
chr8,55973500
chr8,57004500
chr8,57216500
chr8,57392500
chr8,57498500
chr8,57535500
chr8,58109500
chr8,58152500
chr8,59267500
chr8,59331500
chr8,59536500
chr8,59544500
chr8,59873500
chr8,60741500
chr8,60833500
chr8,60928500
chr8,61015500
chr8,61684500
chr8,61738500
chr8,61942500
chr8,62032500
chr8,62043500
chr8,62485500
chr8,63089500
chr8,63169500
chr8,63466500
chr8,64948500
chr8,64949500
chr8,65475500
chr8,65843500
chr8,66275500
chr8,67316500
chr8,67800500
chr8,68389500
chr8,68587500
chr8,68710500
chr8,68963500
chr8,69140500
chr8,69363500
chr8,69795500
chr8,70855500
chr8,71008500
chr8,71289500
chr8,71478500
chr8,72064500
chr8,72629500
chr8,72819500
chr8,74048500
chr8,74111500
chr8,74418500
chr8,74546500
chr8,76260500
chr8,76845500
chr8,77348500
chr8,77873500
chr8,78197500
chr8,79334500
chr8,79623500
chr8,79721500
chr8,80294500
chr8,80325500
chr8,80611500
chr8,80987500
chr8,81145500
chr8,81484500
chr8,81827500
chr8,82605500
chr8,83387500
chr8,83448500
chr8,83578500
chr8,83976500
chr8,84694500
chr8,84853500
chr8,85104500
chr8,85322500
chr8,86633500
chr8,86754500
chr8,86923500
chr8,87059500
chr8,87118500
chr8,87212500
chr8,87261500
chr8,87751500
chr8,87980500
chr8,88310500
chr8,88413500
chr8,89018500
chr8,89291500
chr8,89517500
chr8,89825500
chr8,90487500
chr8,90817500
chr8,90851500
chr8,91627500
chr8,92577500
chr8,92860500
chr8,93335500
chr8,93625500
chr8,94080500
chr8,94857500
chr8,95061500
chr8,96097500
chr8,96834500
chr8,96877500
chr8,97238500
chr8,97299500
chr8,97371500
chr8,97956500
chr8,98656500
chr8,99438500
chr8,99778500
chr8,99840500
chr8,100129500
chr8,100240500
chr8,100383500
chr8,100535500
chr8,102047500
chr8,102264500
chr8,102555500
chr8,103099500
chr8,103305500
chr8,104408500
chr8,104799500
chr8,105063500
chr8,105316500
chr8,105350500
chr8,105691500
chr8,106404500
chr8,106600500
chr8,106834500
chr8,106879500
chr8,106966500
chr8,107250500
chr8,107482500
chr8,107700500
chr8,107880500
chr8,107884500
chr8,108760500
chr8,109170500
chr8,109494500
chr8,109825500
chr8,109907500
chr8,110327500
chr8,110524500
chr8,111833500
chr8,111871500
chr8,111880500
chr8,112490500
chr8,113504500
chr8,114580500
chr8,115262500
chr8,115938500
chr8,116392500
chr8,117377500
chr8,117394500
chr8,117568500
chr8,117774500
chr8,117831500
chr8,118165500
chr8,118386500
chr8,118800500
chr8,118983500
chr8,119060500
chr8,119973500
chr8,120294500
chr8,120460500
chr8,120573500
chr8,120765500
chr8,120917500
chr8,121355500
chr8,121771500
chr8,122276500
chr8,122510500
chr8,122540500
chr8,122636500
chr8,122812500
chr8,123392500
chr8,124529500
chr8,124555500
chr8,125112500
chr8,125195500
chr8,125483500
chr8,125680500
chr8,127066500
chr8,127067500
chr8,127161500
chr8,127681500
chr8,127696500
chr8,128694500
chr8,129031500
chr8,129297500
chr8,129731500
chr8,129790500
chr8,130880500
chr8,131369500
chr8,132140500
chr8,132207500
chr8,132248500
chr8,132517500
chr8,132930500
chr8,133159500
chr8,133530500
chr8,133690500
chr8,134060500
chr8,134189500
chr8,135248500
chr8,135930500
chr8,136039500
chr8,136553500
chr8,136653500
chr8,136988500
chr8,137035500
chr8,137596500
chr8,137685500
chr8,138142500
chr8,138732500
chr8,138806500
chr8,139565500
chr8,140086500
chr8,140155500
chr8,140819500
chr8,140919500
chr8,141355500
chr8,142218500
chr8,142372500
chr8,142871500
chr8,142929500
chr8,143091500
chr8,143292500
chr8,143518500
chr8,144415500
chr8,144772500
chr8,144832500
chr9,382500
chr9,1214500
chr9,2595500
chr9,2974500
chr9,3336500
chr9,3347500
chr9,4655500
chr9,5031500
chr9,6058500
chr9,7204500
chr9,8048500
chr9,8738500
chr9,8791500
chr9,8829500
chr9,8898500
chr9,9272500
chr9,9545500
chr9,9882500
chr9,10541500
chr9,11579500
chr9,11784500
chr9,12017500
chr9,12187500
chr9,12283500
chr9,13107500
chr9,13139500
chr9,13186500
chr9,13961500
chr9,14195500
chr9,14409500
chr9,14737500
chr9,15185500
chr9,15296500
chr9,15353500
chr9,15860500
chr9,15880500
chr9,15996500
chr9,16061500
chr9,16410500
chr9,16623500
chr9,16696500
chr9,17264500
chr9,18121500
chr9,18180500
chr9,18281500
chr9,18293500
chr9,19218500
chr9,19314500
chr9,19440500
chr9,19581500
chr9,19598500
chr9,19976500
chr9,20029500
chr9,20082500
chr9,20449500
chr9,20522500
chr9,20613500
chr9,20883500
chr9,22043500
chr9,22257500
chr9,25010500
chr9,25691500
chr9,25759500
chr9,26261500
chr9,26816500
chr9,26867500
chr9,27378500
chr9,27555500
chr9,27758500
chr9,28661500
chr9,28841500
chr9,28926500
chr9,28979500
chr9,28998500
chr9,29296500
chr9,29305500
chr9,29373500
chr9,29413500
chr9,30507500
chr9,30541500
chr9,30576500
chr9,30958500
chr9,31169500
chr9,31633500
chr9,31714500
chr9,32220500
chr9,33095500
chr9,33717500
chr9,34002500
chr9,34637500
chr9,34907500
chr9,35062500
chr9,36030500
chr9,36049500
chr9,36209500
chr9,36305500
chr9,37046500
chr9,37834500
chr9,37884500
chr9,38189500
chr9,38312500
chr9,38433500
chr9,38546500
chr9,39451500
chr9,40438500
chr9,40506500
chr9,40590500
chr9,40915500
chr9,41200500
chr9,41432500
chr9,41705500
chr9,41767500
chr9,42135500
chr9,42583500
chr9,42618500
chr9,43120500
chr9,43384500
chr9,43555500
chr9,43558500
chr9,43615500
chr9,44064500
chr9,44076500
chr9,44884500
chr9,45239500
chr9,45312500
chr9,46786500
chr9,47357500
chr9,47536500
chr9,48103500
chr9,48124500
chr9,48474500
chr9,48767500
chr9,48879500
chr9,48959500
chr9,49122500
chr9,50266500
chr9,50395500
chr9,50430500
chr9,50669500
chr9,50914500
chr9,50983500
chr9,51193500
chr9,51598500
chr9,51606500
chr9,51843500
chr9,51848500
chr9,52444500
chr9,52955500
chr9,53241500
chr9,53479500
chr9,54130500
chr9,54261500
chr9,54377500
chr9,55725500
chr9,55926500
chr9,55989500
chr9,57445500
chr9,57474500
chr9,57631500
chr9,58366500
chr9,58596500
chr9,58621500
chr9,58811500
chr9,59139500
chr9,59576500
chr9,59871500
chr9,60079500
chr9,60856500
chr9,60926500
chr9,60953500
chr9,61000500
chr9,61002500
chr9,61156500
chr9,62058500
chr9,62550500
chr9,62554500
chr9,63763500
chr9,63935500
chr9,63999500
chr9,64394500
chr9,64430500
chr9,64458500
chr9,64549500
chr9,64733500
chr9,65380500
chr9,65614500
chr9,66178500
chr9,66222500
chr9,66664500
chr9,67043500
chr9,67802500
chr9,68024500
chr9,68038500
chr9,69583500
chr9,70764500
chr9,70893500
chr9,71027500
chr9,71732500
chr9,71770500
chr9,72335500
chr9,72347500
chr9,72385500
chr9,72438500
chr9,73145500
chr9,73452500
chr9,73502500
chr9,73565500
chr9,73683500
chr9,73851500
chr9,74065500
chr9,74428500
chr9,74780500
chr9,74994500
chr9,75082500
chr9,76352500
chr9,76364500
chr9,76755500
chr9,77231500
chr9,77241500
chr9,77378500
chr9,78228500
chr9,79561500
chr9,79774500
chr9,80256500
chr9,80319500
chr9,80800500
chr9,80818500
chr9,81121500
chr9,81581500
chr9,81938500
chr9,82006500
chr9,82047500
chr9,82383500
chr9,82797500
chr9,82849500
chr9,82930500
chr9,83678500
chr9,83844500
chr9,84380500
chr9,85070500
chr9,85232500
chr9,85894500
chr9,86700500
chr9,87599500
chr9,88202500
chr9,88584500
chr9,88607500
chr9,88652500
chr9,88787500
chr9,89201500
chr9,89467500
chr9,89725500
chr9,89801500
chr9,89803500
chr9,89815500
chr9,89922500
chr9,90006500
chr9,90065500
chr9,90335500
chr9,90664500
chr9,91212500
chr9,91254500
chr9,91676500
chr9,92349500
chr9,93304500
chr9,93353500
chr9,93700500
chr9,94064500
chr9,94624500
chr9,95373500
chr9,95538500
chr9,96000500
chr9,96893500
chr9,97139500
chr9,97563500
chr9,97679500
chr9,99262500
chr9,99844500
chr9,100411500
chr9,100495500
chr9,100690500
chr9,100837500
chr9,101050500
chr9,101204500
chr9,101338500
chr9,101441500
chr9,101450500
chr9,101451500
chr9,101895500
chr9,101932500
chr9,102143500
chr9,102516500
chr9,102902500
chr9,102946500
chr9,102999500
chr9,103055500
chr9,103469500
chr9,103492500
chr9,103534500
chr9,103767500
chr9,103948500
chr9,104090500
chr9,105122500
chr9,105200500
chr9,105271500
chr9,105321500
chr9,105759500
chr9,105886500
chr9,107286500
chr9,107406500
chr9,107409500
chr9,107510500
chr9,108146500
chr9,108454500
chr9,109504500
chr9,109668500
chr9,110219500
chr9,110274500
chr9,110868500
chr9,110895500
chr9,110916500
chr9,111145500
chr9,111629500
chr9,112017500
chr9,112052500
chr9,112262500
chr9,112713500
chr9,112861500
chr9,112953500
chr9,113244500
chr9,113283500
chr9,114146500
chr9,114387500
chr9,115150500
chr9,115414500
chr9,115491500
chr9,115623500
chr9,115665500
chr9,115694500
chr9,115939500
chr9,116024500
chr9,116300500
chr9,116426500
chr9,117400500
chr9,117617500
chr9,118377500
chr9,119084500
chr9,120269500
chr9,120576500
chr9,121222500
chr9,121391500
chr9,121507500
chr9,121537500
chr9,122575500
chr9,122639500
chr9,122883500
chr9,122890500
chr9,122925500
chr9,123004500
chr9,123738500
chr9,124228500
chr9,124567500
chr9,124621500
chr9,124746500
chr9,125264500
chr9,125987500
chr9,127150500
chr9,127508500
chr9,127897500
chr9,128788500
chr9,128941500
chr9,129196500
chr9,129296500
chr9,129519500
chr9,129625500
chr9,129802500
chr9,130510500
chr9,130729500
chr9,131354500
chr9,131376500
chr9,131913500
chr9,132450500
chr9,132697500
chr9,132918500
chr9,133105500
chr9,134004500
chr9,134129500
chr9,135247500
chr9,135521500
chr9,135573500
chr9,136210500
chr9,136218500
chr9,136304500
chr9,136669500
chr9,136760500
chr9,136861500
chr9,136881500
chr9,136957500
chr9,136996500
chr9,137435500
chr9,137543500
chr9,137994500
chr9,138232500
chr10,455500
chr10,865500
chr10,875500
chr10,2196500
chr10,2893500
chr10,3478500
chr10,3756500
chr10,3886500
chr10,4249500
chr10,4412500
chr10,4515500
chr10,4537500
chr10,4541500
chr10,4729500
chr10,5077500
chr10,5151500
chr10,5287500
chr10,5784500
chr10,6072500
chr10,6146500
chr10,6224500
chr10,7107500
chr10,7318500
chr10,7388500
chr10,7983500
chr10,8794500
chr10,8947500
chr10,9804500
chr10,10055500
chr10,10493500
chr10,10620500
chr10,10880500
chr10,11388500
chr10,12333500
chr10,12718500
chr10,13090500
chr10,13499500
chr10,13558500
chr10,13909500
chr10,14629500
chr10,14698500
chr10,14891500
chr10,14943500
chr10,15032500
chr10,15613500
chr10,16353500
chr10,17071500
chr10,17090500
chr10,17334500
chr10,17793500
chr10,17928500
chr10,18065500
chr10,18951500
chr10,19064500
chr10,19259500
chr10,19780500
chr10,20144500
chr10,20368500
chr10,20482500
chr10,20619500
chr10,20788500
chr10,22438500
chr10,22990500
chr10,23571500
chr10,23642500
chr10,23737500
chr10,24277500
chr10,24978500
chr10,26025500
chr10,26813500
chr10,27141500
chr10,27210500
chr10,27455500
chr10,28109500
chr10,28428500
chr10,28996500
chr10,29020500
chr10,29096500
chr10,29540500
chr10,30015500
chr10,30030500
chr10,30094500
chr10,30288500
chr10,30462500
chr10,30654500
chr10,30680500
chr10,31245500
chr10,32294500
chr10,32840500
chr10,33153500
chr10,33228500
chr10,33263500
chr10,33723500
chr10,34104500
chr10,34394500
chr10,34737500
chr10,34843500
chr10,34970500
chr10,35245500
chr10,35356500
chr10,35359500
chr10,35576500
chr10,35733500
chr10,37175500
chr10,37264500
chr10,37445500
chr10,37804500
chr10,37859500
chr10,37893500
chr10,37915500
chr10,38143500
chr10,38193500
chr10,38390500
chr10,38650500
chr10,39034500
chr10,39072500
chr10,39194500
chr10,39354500
chr10,39484500
chr10,39497500
chr10,39563500
chr10,39609500
chr10,40204500
chr10,40735500
chr10,40838500
chr10,41074500
chr10,41421500
chr10,41970500
chr10,42337500
chr10,42631500
chr10,42714500
chr10,42896500
chr10,43283500
chr10,43461500
chr10,44182500
chr10,44453500
chr10,45095500
chr10,45191500
chr10,45316500
chr10,45405500
chr10,45513500
chr10,46088500
chr10,46123500
chr10,46308500
chr10,46370500
chr10,46533500
chr10,46616500
chr10,46787500
chr10,47186500
chr10,47188500
chr10,47800500
chr10,49204500
chr10,49964500
chr10,50191500
chr10,50298500
chr10,50407500
chr10,50838500
chr10,51158500
chr10,51520500
chr10,51785500
chr10,52219500
chr10,52541500
chr10,52962500
chr10,54087500
chr10,55018500
chr10,55171500
chr10,55583500
chr10,55593500
chr10,56373500
chr10,57412500
chr10,58654500
chr10,59126500
chr10,59697500
chr10,59747500
chr10,59888500
chr10,59937500
chr10,60883500
chr10,61020500
chr10,61124500
chr10,61149500
chr10,61515500
chr10,62125500
chr10,62146500
chr10,63461500
chr10,64176500
chr10,64642500
chr10,64739500
chr10,64808500
chr10,64838500
chr10,64885500
chr10,64909500
chr10,65403500
chr10,65602500
chr10,65623500
chr10,65694500
chr10,66083500
chr10,66217500
chr10,66401500
chr10,66675500
chr10,67731500
chr10,67884500
chr10,68554500
chr10,68995500
chr10,69328500
chr10,69624500
chr10,70103500
chr10,70138500
chr10,70219500
chr10,70459500
chr10,70487500
chr10,70518500
chr10,71547500
chr10,71953500
chr10,72092500
chr10,72651500
chr10,73025500
chr10,73090500
chr10,73247500
chr10,73738500
chr10,74378500
chr10,74574500
chr10,74795500
chr10,74949500
chr10,74954500
chr10,75651500
chr10,75681500
chr10,76150500
chr10,76572500
chr10,76937500
chr10,77229500
chr10,77426500
chr10,77886500
chr10,78114500
chr10,78157500
chr10,78772500
chr10,78846500
chr10,78911500
chr10,79862500
chr10,79904500
chr10,80104500
chr10,80134500
chr10,80686500
chr10,80810500
chr10,81281500
chr10,81440500
chr10,81892500
chr10,81903500
chr10,82706500
chr10,83105500
chr10,84388500
chr10,84924500
chr10,85127500
chr10,86107500
chr10,86690500
chr10,86986500
chr10,87509500
chr10,87737500
chr10,87858500
chr10,87982500
chr10,88011500
chr10,88925500
chr10,89405500
chr10,89597500
chr10,90834500
chr10,90956500
chr10,91421500
chr10,91567500
chr10,91835500
chr10,91916500
chr10,92045500
chr10,92196500
chr10,92295500
chr10,92599500
chr10,93197500
chr10,93279500
chr10,93518500
chr10,94009500
chr10,94963500
chr10,95034500
chr10,95042500
chr10,95660500
chr10,96411500
chr10,98063500
chr10,98660500
chr10,98786500
chr10,99346500
chr10,100302500
chr10,100367500
chr10,101856500
chr10,102025500
chr10,102953500
chr10,103005500
chr10,103295500
chr10,103649500
chr10,105199500
chr10,106075500
chr10,106351500
chr10,106740500
chr10,107350500
chr10,107820500
chr10,107898500
chr10,108479500
chr10,108641500
chr10,108646500
chr10,109148500
chr10,109206500
chr10,109450500
chr10,110064500
chr10,110442500
chr10,110446500
chr10,110497500
chr10,110626500
chr10,111368500
chr10,112076500
chr10,112522500
chr10,112524500
chr10,112952500
chr10,113324500
chr10,113510500
chr10,113559500
chr10,114139500
chr10,114167500
chr10,114361500
chr10,114806500
chr10,114900500
chr10,115382500
chr10,115546500
chr10,115599500
chr10,115920500
chr10,117443500
chr10,117529500
chr10,117749500
chr10,118423500
chr10,118796500
chr10,119020500
chr10,120485500
chr10,120644500
chr10,121618500
chr10,121939500
chr10,122611500
chr10,123120500
chr10,123395500
chr10,123423500
chr10,123530500
chr10,123739500
chr10,124445500
chr10,124620500
chr10,125961500
chr10,126519500
chr10,126591500
chr10,127555500
chr10,127767500
chr10,128484500
chr10,128809500
chr10,129455500
chr10,130180500
chr10,130210500
chr10,130276500
chr10,130610500
chr10,130732500
chr10,131058500
chr10,131169500
chr10,131739500
chr10,132073500
chr10,132467500
chr10,132690500
chr10,133557500
chr11,654500
chr11,1144500
chr11,1203500
chr11,1276500
chr11,1337500
chr11,1928500
chr11,2022500
chr11,2464500
chr11,2909500
chr11,2999500
chr11,3226500
chr11,3699500
chr11,3825500
chr11,4047500
chr11,4834500
chr11,4936500
chr11,6135500
chr11,6409500
chr11,6724500
chr11,7528500
chr11,7697500
chr11,8007500
chr11,8094500
chr11,8523500
chr11,9201500
chr11,9702500
chr11,9767500
chr11,9879500
chr11,11105500
chr11,11434500
chr11,11619500
chr11,12180500
chr11,12852500
chr11,12903500
chr11,12916500
chr11,13355500
chr11,13392500
chr11,13519500
chr11,13640500
chr11,14527500
chr11,14532500
chr11,14763500
chr11,15968500
chr11,17014500
chr11,17577500
chr11,18695500
chr11,18820500
chr11,19162500
chr11,19200500
chr11,19211500
chr11,19556500
chr11,19588500
chr11,19841500
chr11,19870500
chr11,20271500
chr11,20392500
chr11,20553500
chr11,22631500
chr11,23094500
chr11,24134500
chr11,24334500
chr11,25323500
chr11,25671500
chr11,25791500
chr11,27282500
chr11,27525500
chr11,28014500
chr11,28847500
chr11,29033500
chr11,29049500
chr11,29645500
chr11,29672500
chr11,31210500
chr11,31537500
chr11,31640500
chr11,31675500
chr11,32052500
chr11,32380500
chr11,32980500
chr11,33629500
chr11,33704500
chr11,34388500
chr11,34877500
chr11,34954500
chr11,35921500
chr11,36550500
chr11,36563500
chr11,37274500
chr11,37706500
chr11,37843500
chr11,38191500
chr11,38255500
chr11,38434500
chr11,38652500
chr11,38837500
chr11,38940500
chr11,39151500
chr11,39591500
chr11,39950500
chr11,40233500
chr11,40283500
chr11,40380500
chr11,40842500
chr11,41128500
chr11,41523500
chr11,41561500
chr11,41851500
chr11,42221500
chr11,42736500
chr11,43112500
chr11,43228500
chr11,43569500
chr11,44026500
chr11,44559500
chr11,45289500
chr11,45952500
chr11,46354500
chr11,46656500
chr11,46724500
chr11,46900500
chr11,47190500
chr11,47226500
chr11,47364500
chr11,47371500
chr11,47643500
chr11,48046500
chr11,48449500
chr11,48643500
chr11,48916500
chr11,49441500
chr11,50010500
chr11,50997500
chr11,51153500
chr11,52349500
chr11,52360500
chr11,52917500
chr11,53799500
chr11,54897500
chr11,55136500
chr11,55306500
chr11,55331500
chr11,55917500
chr11,55934500
chr11,56615500
chr11,56754500
chr11,57059500
chr11,57483500
chr11,58104500
chr11,59052500
chr11,59831500
chr11,60873500
chr11,60882500
chr11,61022500
chr11,61746500
chr11,62526500
chr11,62566500
chr11,63237500
chr11,63344500
chr11,63586500
chr11,63663500
chr11,64151500
chr11,64155500
chr11,64173500
chr11,64287500
chr11,65353500
chr11,66066500
chr11,66291500
chr11,66337500
chr11,66377500
chr11,66745500
chr11,67235500
chr11,67729500
chr11,67914500
chr11,68368500
chr11,68743500
chr11,69276500
chr11,69457500
chr11,70122500
chr11,70148500
chr11,70701500
chr11,72751500
chr11,73383500
chr11,73592500
chr11,73616500
chr11,73832500
chr11,73972500
chr11,74134500
chr11,74278500
chr11,75044500
chr11,75621500
chr11,76182500
chr11,76635500
chr11,77380500
chr11,77519500
chr11,78689500
chr11,78876500
chr11,78893500
chr11,79022500
chr11,79211500
chr11,79878500
chr11,80884500
chr11,80941500
chr11,81016500
chr11,81422500
chr11,81498500
chr11,81532500
chr11,81794500
chr11,81920500
chr11,82498500
chr11,82673500
chr11,82999500
chr11,83198500
chr11,83753500
chr11,83893500
chr11,84297500
chr11,84432500
chr11,84683500
chr11,84717500
chr11,86270500
chr11,86456500
chr11,86652500
chr11,87307500
chr11,87939500
chr11,88209500
chr11,88274500
chr11,88388500
chr11,88528500
chr11,89088500
chr11,89275500
chr11,89793500
chr11,90760500
chr11,90771500
chr11,91778500
chr11,92351500
chr11,92377500
chr11,92503500
chr11,92550500
chr11,92712500
chr11,93261500
chr11,93622500
chr11,94225500
chr11,94889500
chr11,95763500
chr11,96624500
chr11,96894500
chr11,97088500
chr11,97451500
chr11,98802500
chr11,98909500
chr11,99110500
chr11,99426500
chr11,99942500
chr11,100469500
chr11,100744500
chr11,101035500
chr11,101056500
chr11,101080500
chr11,102230500
chr11,102360500
chr11,102402500
chr11,103004500
chr11,104858500
chr11,105080500
chr11,105804500
chr11,106567500
chr11,106822500
chr11,106988500
chr11,108132500
chr11,109931500
chr11,110529500
chr11,110777500
chr11,111277500
chr11,112120500
chr11,112431500
chr11,112805500
chr11,113158500
chr11,113171500
chr11,113595500
chr11,113656500
chr11,114673500
chr11,114887500
chr11,114939500
chr11,115876500
chr11,115877500
chr11,116125500
chr11,116163500
chr11,116272500
chr11,116344500
chr11,116605500
chr11,117225500
chr11,118097500
chr11,118707500
chr11,119568500
chr11,119648500
chr11,119792500
chr11,119875500
chr11,119880500
chr11,119926500
chr11,120689500
chr11,120851500
chr11,121006500
chr11,121126500
chr11,121333500
chr11,122179500
chr11,122520500
chr11,123199500
chr11,123290500
chr11,123874500
chr11,125041500
chr11,125072500
chr11,125580500
chr11,125956500
chr11,127878500
chr11,128541500
chr11,129679500
chr11,130001500
chr11,130297500
chr11,130493500
chr11,130833500
chr11,130932500
chr11,131013500
chr11,131111500
chr11,132043500
chr11,132867500
chr11,133115500
chr11,134197500
chr11,134226500
chr11,134283500
chr11,134288500
chr11,134334500
chr11,134664500
chr11,134874500
chr12,451500
chr12,1304500
chr12,1322500
chr12,1352500
chr12,1421500
chr12,1521500
chr12,2492500
chr12,2588500
chr12,2947500
chr12,3231500
chr12,3344500
chr12,3567500
chr12,3589500
chr12,4244500
chr12,4282500
chr12,4646500
chr12,4716500
chr12,4801500
chr12,5091500
chr12,5196500
chr12,5266500
chr12,5432500
chr12,6085500
chr12,6291500
chr12,7071500
chr12,7153500
chr12,7522500
chr12,7716500
chr12,7864500
chr12,8242500
chr12,8622500
chr12,8735500
chr12,9034500
chr12,9839500
chr12,11164500
chr12,11367500
chr12,11486500
chr12,11637500
chr12,12001500
chr12,12766500
chr12,13516500
chr12,13814500
chr12,14392500
chr12,14427500
chr12,14675500
chr12,14865500
chr12,15240500
chr12,15300500
chr12,16266500
chr12,16329500
chr12,16392500
chr12,16593500
chr12,16742500
chr12,16909500
chr12,16915500
chr12,16951500
chr12,17499500
chr12,18205500
chr12,19604500
chr12,19903500
chr12,20023500
chr12,20087500
chr12,20912500
chr12,22580500
chr12,23043500
chr12,23107500
chr12,23354500
chr12,23477500
chr12,24068500
chr12,24633500
chr12,25373500
chr12,25742500
chr12,26473500
chr12,26893500
chr12,27008500
chr12,27188500
chr12,27254500
chr12,27261500
chr12,27541500
chr12,27692500
chr12,28436500
chr12,28663500
chr12,28780500
chr12,28852500
chr12,28922500
chr12,29220500
chr12,29552500
chr12,30373500
chr12,30451500
chr12,30593500
chr12,30708500
chr12,31100500
chr12,31143500
chr12,31765500
chr12,31815500
chr12,32168500
chr12,32382500
chr12,33537500
chr12,34271500
chr12,36087500
chr12,36136500
chr12,36412500
chr12,36572500
chr12,37017500
